A_k,Distance,H_absolute,J_absolute,K_absolute,K_apparent,Teff,[Fe/H],logg
0.713286,4.3751695830977555,-3.5129985126892977,-2.7519831889633055,-3.7022604554502108,10.216,3894.8660035,0.285175224575,1.44353408969
0.910656,nan,nan,nan,nan,10.289,4881.50204828,0.290497541622,2.49144655268
0.960228,6.327341910586686,-5.17233203155158,-4.320662422255312,-5.431334515324871,9.535,3591.60568787,-0.044873595683,0.653002950611
0.78489,7.97357662746933,-5.00066842062845,-4.179843740921367,-5.153155861149562,10.14,3940.31340706,-0.678168994566,0.780956835439
1.67902,4.007535010657187,-5.485946232222034,-4.648203386096786,-5.774406625647202,8.919,3498.13297573,-0.089591592457,0.390184630056
1.36874,4.173939805671444,-4.622036424209986,-3.8243799612090212,-4.849470908058729,9.622,3809.51930115,0.0293767266833,0.806594220529
0.376381,1.5829887120901909,-0.8646810711269511,-0.28813509228327927,-0.9627700901222019,10.411,4766.26455337,0.101941488994,2.57438251542
0.983178,1.1256322217336279,-3.14301082837828,-2.576492967304019,-3.2401605824071735,8.0,3412.02521805,-0.296704997375,0.345480780281
2.0297,nan,nan,nan,nan,9.641,3753.89835903,-1.4173648102,-0.14257208856
0.170748,1.0724494118386776,-0.5543489233619121,0.02245460288251007,-0.6536320768829824,9.669,4789.99092165,0.184864246149,2.72217881303
2.47585,nan,nan,nan,nan,8.444,3356.28753104,-0.485888806263,0.152872843434
-0.00459017,1.2028453686263365,-1.2683622986535739,-0.8342327336102123,-1.3410490017503227,9.06,5186.11386239,-1.41076020929,2.42765509739
0.00550841,2.185916173027171,-0.9487881736537848,-0.5336349748711363,-1.0196759265913424,10.684,5285.7581315,-1.31489417166,2.55456471819
1.63312,nan,nan,nan,nan,8.612,3350.11107103,-0.428503246174,0.321100730908
1.74328,nan,nan,nan,nan,8.881,3370.73638375,-0.366497724995,0.157244183133
1.50827,7.590871764834748,-5.866345178639782,-4.970490953305757,-6.100728274020435,9.809,3610.24213862,-0.4897722052,0.321628352664
1.48349,7.107107232286647,-5.796627102191224,-4.953934735901436,-6.009954340712239,9.732,3738.29964729,-0.742879572472,0.290613827972
0.635256,2.1799547856558976,-3.8023374514946364,-3.0474633771073947,-3.9924934300785666,8.335,3906.20829225,0.181427454663,1.25191456941
1.25399,nan,nan,nan,nan,9.76,3630.35630293,-0.775006427428,0.171683965984
1.37333,6.235650778327579,-5.753894655752891,-4.886900132402387,-6.040738924748756,9.307,3482.12111429,-0.209117564153,0.31438533401
0.316709,1.7189116176241068,-0.8994884687364485,-0.3268892521134182,-0.9989767343225848,10.494,4655.98024846,0.288038193526,2.54268725574
1.51562,nan,nan,nan,nan,8.903,3514.57005005,-0.710720353539,0.0350253076275
1.02632,1.9795726249307817,-3.165440366551782,-2.5903238602748004,-3.2651771970945966,9.244,3518.44227584,-0.100731376012,0.612515100399
0.764694,5.353049431552344,-4.677275846724757,-3.977961202283735,-4.81570026899197,9.592,3693.4968523,-0.258593925792,0.693121182473
1.40454,4.608042441350163,-5.892553542491635,-5.01575138566644,-6.193122352031614,8.529,3431.19553257,-0.195793057924,0.246486299651
1.87915,nan,nan,nan,nan,8.602,3381.60403226,-0.322597662414,0.0473163671369
1.25123,1.3050639223138036,-2.5162919987802863,-1.9379099980001717,-2.6163889201656443,9.213,3637.42513727,-0.376482494725,0.854055901462
0.239598,1.4720165092907465,-0.9988353712505336,-0.43003108606719953,-1.0951614041299018,9.984,4770.99938172,0.117330343693,2.51494446668
1.54683,2.1028014309089453,-3.225441101140753,-2.6581692799436407,-3.322821319370438,9.838,3493.73265339,-0.251324936522,0.454344442399
-0.0247856,1.6274678424375346,-1.1562366010312286,-0.7182877198145936,-1.2295620799341558,9.828,5171.23467938,-1.45984776571,2.47461447867
1.40362,nan,nan,nan,nan,8.381,3355.38404418,-0.449151287356,0.224961303999
1.09426,nan,nan,nan,nan,8.761,3505.45332539,-0.858108187715,-0.065614349247
0.177174,1.51988502155006,-2.2313161559071664,-1.5860930004581395,-2.3392276752664354,8.747,4409.6015832,-0.0963622587554,2.02574209291
1.20533,5.607624671596908,-5.738345279928428,-4.8474405428544625,-5.989224689103561,8.96,3575.13121545,-0.340797230271,0.388226181193
1.00521,2.6480604425709506,-2.678686030794686,-2.009443799315657,-2.811849468746646,10.308,4258.44215355,0.123915003949,1.80592746009
1.53306,2.2698488877148066,-3.445225300031957,-2.855880138492386,-3.5490447277804114,9.764,3614.54696291,0.011143905962,0.802837818848
1.3513,2.4015773328749677,-3.374623817190456,-2.7982209288274804,-3.4747828792974027,9.779,3531.32597783,-0.129064918694,0.578554871765
0.951047,2.2781370024686542,-3.1150613252239934,-2.531310247197631,-3.2169461905218655,9.522,3628.23618041,0.00438580196259,0.853321719999
0.94095,2.000893880120563,-2.54631235035078,-1.905189592296742,-2.6670702795124264,9.78,3974.27558027,0.171965591785,1.60553053347
1.92229,nan,nan,nan,nan,7.876,3365.8531382,-0.437482484056,0.0904102482269
1.10986,4.670345380915513,-5.098132653448698,-4.2453177540577345,-5.356604993279536,9.1,3584.70994758,-0.00514273425489,0.699328264823
1.01439,3.2313986612908097,-4.416306842564988,-3.834533566469794,-4.518342703610802,9.043,3445.64162383,-0.219591335872,0.310605951104
1.29346,2.8989275750055246,-3.7491401024280266,-3.1740632214047997,-3.848646826743321,9.756,3506.75386587,-0.46660363863,0.250523810543
1.88649,nan,nan,nan,nan,7.541,3478.02287145,-0.82846646081,0.0138107825789
1.79194,5.900200192841191,-5.851961575714542,-4.990287045745822,-6.139273737169411,9.507,3525.53290069,-0.296416583342,0.247706883198
1.22186,7.054710849062495,-5.277208371917257,-4.411756988460379,-5.524256090288785,9.94,3614.68246116,-0.177003838556,0.620039307522
0.836297,nan,nan,nan,nan,10.22,4515.96619699,0.49019987255,2.12532572333
1.25491,1.3061092013805864,-3.1096753572986353,-2.5432114492693243,-3.2068074450871893,8.628,3413.24714892,-0.307893878627,0.351271192324
1.4587,1.8259693199873435,-2.9740046697849283,-2.3756894596952836,-3.0801673811279358,9.686,3741.70527586,0.1226772902,1.12566376541
0.017442,1.5829587551021949,-1.0388020496237673,-0.5956877746346716,-1.1117899960904256,9.903,5153.18398676,-1.44154667838,2.52331619567
1.26133,1.7341440263402692,-3.1963057278682703,-2.628916904666322,-3.2937558210852447,9.163,3478.57163104,-0.175907652583,0.488859269269
2.28949,1.4325863331753819,-4.13488027345147,-3.338739076181565,-4.342094018439314,8.728,3787.14855037,0.210007426855,1.15242061425
1.50368,1.590099359408409,-3.6072963188444995,-3.039606766999279,-3.704801313094676,8.806,3412.75150048,-0.267595520114,0.267715374321
0.181764,nan,nan,nan,nan,9.825,4743.32372553,0.3863296052,2.58632079458
1.44493,3.1347486887370617,-4.860564465188075,-4.015430586124139,-5.094943646934808,8.831,3662.22043776,-0.0115976844963,0.816755408635
2.23074,0.883344805334174,-3.084291259308611,-2.5178993224243884,-3.181391297185591,8.78,3449.46365493,-0.403008903844,0.345676313279
0.866592,3.4347302846921823,-4.923871145950497,-4.084364225595214,-5.151055196833959,8.395,3701.33986049,-0.0878951038372,0.773736512094
0.364446,nan,nan,nan,nan,9.78,4979.66502407,0.452227886136,2.74904628032
0.411264,nan,nan,nan,nan,10.413,4671.50028434,0.48244027229,2.42613925068
1.40362,2.544029473760041,-3.675851007897419,-2.9057987749113092,-3.8452306925414685,9.586,3962.96946841,0.0376115378912,1.37858456487
1.25307,1.5500054239907695,-3.3383635653338644,-2.7711800376439175,-3.435736089577714,8.769,3426.20635004,-0.217360823094,0.364291940737
1.37792,5.952478184714684,-5.887073440227757,-5.002656772744862,-6.16840906215242,9.083,3487.35349878,-0.286350542308,0.276206097891
0.0422284,2.061860765581266,-1.2135430273279277,-0.7681616556444174,-1.2865250733568314,10.327,5140.49395541,-1.48796798351,2.45107931145
0.07803,0.9905149650030743,-1.3489229648441623,-0.9244438813652818,-1.4203352068900466,8.637,5243.90152878,-1.34684853377,2.38666181443
1.01164,1.4989151828432694,-2.6536403177706656,-1.9869366984572865,-2.7945252934431872,9.096,4257.26467168,0.162970833474,1.74001920064
0.600371,1.2144817650550708,-1.5314312259205947,-0.9477408999495527,-1.6383259921840772,9.384,4607.63661825,0.235564721174,2.29600227793
0.285498,0.692861743992571,0.08759382228595991,0.6173640293895319,-0.0017309132365753654,9.487,5020.48824828,0.167456153145,3.00675064056
-0.049572,0.7203159167803005,-2.4122204815868193,-1.8977361046145942,-2.4906150573172985,6.797,4745.57305466,-1.64321116035,1.65607754069
2.21146,nan,nan,nan,nan,9.035,3457.58810995,-0.837995810737,-0.0982106201318
2.81918,nan,nan,nan,nan,9.059,3384.62857193,-0.568723963791,0.301159767085
0.453492,nan,nan,nan,nan,9.909,4801.07373911,0.427908901898,2.60282103763
2.55571,nan,nan,nan,nan,9.257,3384.69069488,-0.53582662477,-0.0563851675705
0.998784,3.478849851101467,-3.3067002592248884,-2.597241055833114,-3.4739624239257885,10.232,4090.70765461,0.115757834952,1.42398533654
-0.0293757,1.9460716430851028,-1.2880312644455887,-0.8360059972678853,-1.3617941221688543,10.084,5056.31182122,-1.49384782207,2.37014905712
1.85803,nan,nan,nan,nan,9.206,3449.57899853,-0.505124573413,0.159959969482
1.83784,5.133930820422296,-5.4110208401051905,-4.55878746416975,-5.689090061342803,9.701,3534.97665546,-0.0718855088374,0.504718598213
0.135864,2.314716967537615,-1.0001332773858158,-0.5652204448898983,-1.0723534757951179,10.886,5185.78646617,-1.44810863812,2.53943150393
1.91128,1.0378440708431287,-3.2087560209493424,-2.6421049953202664,-3.30594054280632,8.686,3429.31262815,-0.307501031613,0.340522094657
2.32254,1.487286383639348,-3.8808020031807593,-3.3172088775644295,-3.97751300958705,9.207,3412.3019518,-0.328683599944,0.187273438694
-0.118422,0.6737548105033682,-1.156493473838973,-0.7102349474026954,-1.2295093950007654,7.913,5027.14546987,-1.51490081933,2.38686529555
1.47339,nan,nan,nan,nan,9.358,3805.60983084,-1.19169504138,0.166309076754
1.61293,4.089986048428133,-5.414037091160197,-4.579066730333425,-5.699539132822761,8.972,3506.43360506,-0.0568853496441,0.43022222872
0.61965,1.2678498951862363,-3.3680559457146573,-2.639387933633912,-3.5299891953658693,7.605,4050.04926484,0.149435776837,1.50287853801
-85.9239,0.4830912433922843,-1.9362888702028824,-1.4578431957085816,-2.0101458272496417,6.41,4736.60037428,-1.76255449254,1.74242785904
1.84334,nan,nan,nan,nan,8.3,3636.78169637,-0.739991799605,0.674855619567
1.28245,nan,nan,nan,nan,8.584,3527.72727468,-0.79370000042,-0.0138879279459
0.0275406,3.3770005162683003,-2.3437721228043107,-1.8408906972708983,-2.4201962351469373,10.25,4698.42928565,-1.80323187716,1.53456334963
0.496638,nan,nan,nan,nan,9.765,4526.56536718,0.330170044544,2.06736661488
0.36261,1.8897905075151709,-0.986418191989183,-0.4184301459667191,-1.0836783159116123,10.661,4753.90858351,0.178503760929,2.51849003995
2.29225,0.875482442948252,-2.9614258585294464,-2.3951888269104016,-3.0584872055116725,8.945,3417.75678386,-0.402828378338,0.363663153505
1.80754,4.048325610823616,-5.198321943507641,-4.351296640097842,-5.4299171798515,9.414,3675.8796806,-0.211503977248,0.618732888025
1.98288,1.019103129910263,-2.917898980993461,-2.351629205981353,-3.014970677071543,9.009,3434.96999531,-0.373148300117,0.413928157608
0.0247863,4.5732452017654825,-2.871263892694766,-2.3457581018902682,-2.9529087369480655,10.373,4751.0575039,-1.66779851571,1.56087541906
0.424116,1.8684087755068164,-3.247188325353314,-2.5501393377381354,-3.4064754920330094,8.375,4147.34652104,0.00698264886188,1.40159820474
-9999.99,nan,nan,nan,nan,8.792,3335.2741027,-0.556924849873,0.0678240070264
0.319464,nan,nan,nan,nan,10.205,4711.78557473,0.491170328053,2.61123120762
0.0128528,1.9065947015862033,-1.4171938191299291,-0.9626179803627883,-1.4921447089319078,9.922,5086.21386568,-1.51987883561,2.35005736358
-9999.99,nan,nan,nan,nan,8.929,3387.71234678,-0.488943443433,-0.0336315392647
0.16524,nan,nan,nan,nan,9.207,4504.84316006,0.347579991475,2.41060296836
1.00613,2.2115710063952294,-2.810539476771831,-2.2293202039350404,-2.9116344386062822,9.818,3617.3560379,0.0693449582091,0.934043078819
0.0550803,0.7095241930518724,-0.907993193468348,-0.34846717965316665,-1.003916342165468,8.306,4688.1358467,0.286405849648,2.52854223661
1.19524,6.295852529782687,-5.142900027794252,-4.323678554699195,-5.384512734102802,9.806,3646.10506051,-0.201119486266,0.524682285573
0.640764,nan,nan,nan,nan,8.821,4514.08431429,0.458331296494,2.13673583771
0.747252,2.8098719092443227,-2.6473607739154206,-1.980920803586416,-2.7796846130906876,10.211,4267.31152983,0.123440689341,1.81744704188
1.50185,2.322323528278165,-4.179485040897521,-3.578428074938922,-4.288463610945477,9.043,3548.11242495,-0.0829085204448,0.59283600557
1.42749,4.9151428766353495,-4.913023316064573,-4.098876824757716,-5.161170733559442,9.724,3649.29711654,0.0260006366399,0.669829993843
2.01593,1.1601930127570226,-3.2423794203263987,-2.6756884065915174,-3.3395812280410717,8.999,3416.89418226,-0.289962535938,0.327220001567
2.06734,nan,nan,nan,nan,8.403,3362.68865395,-0.423629040794,0.237994660604
1.79653,3.9701597051607957,-6.197606950370242,-5.289223567424037,-6.48956988605111,8.301,3459.40372649,-0.349803268233,0.140944496501
1.66709,0.8160004610392277,-3.4382841106479285,-2.876341921453381,-3.534542020648816,7.691,3412.6943766,-0.327409762394,0.240620764032
-0.0459002,1.3833730899643935,-1.0896840499607703,-0.6453831703146051,-1.1626966166032913,9.542,5086.39966194,-1.48783459127,2.45489877552
-0.0312116,2.0819047379249795,-1.571093938521162,-1.128555767652225,-1.64530426770729,9.947,5146.94304121,-1.48265199266,2.29966876006
1.03367,nan,nan,nan,nan,9.678,4298.992392,0.216447159377,1.62836850526
1.265,nan,nan,nan,nan,8.869,3592.37234066,-0.357915816404,0.116271297525
0.713286,nan,nan,nan,nan,10.315,4531.86098748,0.393281791919,2.34545689943
1.31366,5.338823569642863,-5.119684904024987,-4.2667273771070935,-5.382887845536413,9.568,3569.26649664,0.00719549624141,0.686969993383
1.53306,nan,nan,nan,nan,8.326,3390.49471869,-0.271118319684,0.0434039547472
1.20442,nan,nan,nan,nan,8.808,3454.94149161,-0.499501458982,-0.0350978253736
0.157896,3.827291041568782,-2.4345131686602053,-1.9310183757927608,-2.5123534443094893,10.56,4737.0711682,-1.78333911062,1.5797734249
1.56703,5.0611818624779294,-5.623635319479679,-4.7544419417338775,-5.9162897150477844,9.172,3479.52053031,-0.103430186945,0.418632951942
2.23625,nan,nan,nan,nan,8.677,3687.29452614,-1.37172301141,0.340533643488
1.85252,nan,nan,nan,nan,9.276,3406.66914341,-0.495286802781,0.238140479012
1.55234,nan,nan,nan,nan,9.968,3781.95055357,-1.0802918196,0.178968549067
0.810594,2.197629546056841,-3.3179282162384256,-2.592439210035422,-3.479366426645684,9.041,4056.22023592,0.163256652645,1.52592228172
0.320382,0.7549300009454387,-1.0737830909863766,-0.5319262800434237,-1.1649154229639336,8.545,4859.72970354,0.14290676679,2.48314583444
0.011016,3.7566025920471553,-1.960586392302525,-1.4806303610628797,-2.033992269155287,10.851,4725.15261735,-1.79745174956,1.68586492124
1.59548,nan,nan,nan,nan,9.524,3396.4862405,-0.409693436293,0.126765805414
0.0596704,3.7409988910590144,-2.0374748150748303,-1.5540457571596396,-2.1116082973034787,10.813,4732.86653418,-1.79782483659,1.67580588972
2.27664,1.2133769963343908,-3.1863832119840487,-2.619593350871943,-3.2836187858251407,9.413,3440.61027902,-0.26000568908,0.389323624827
2.05632,nan,nan,nan,nan,8.21,3362.19537059,-0.646459623449,0.206633980205
1.38343,5.4198843832692605,-5.1587590002196615,-4.312608962815787,-5.4233801114338815,9.63,3582.73830412,0.000720674077989,0.651013218897
1.48349,1.889533214747242,-3.8632658125640313,-3.2912654510693167,-3.9622626523545033,8.903,3461.06271525,-0.163422339973,0.397919989712
0.439722,nan,nan,nan,nan,9.898,4752.8571732,0.462590471692,2.52998593306
0.816102,5.947980871868678,-4.716765183722664,-3.881887082156702,-4.948949816015522,9.739,3667.76307932,0.0804423167864,0.881310858299
0.458082,1.8847753013624116,-2.1989584406661002,-1.55866037544364,-2.3273799101225365,9.507,4374.42864458,0.275808586554,2.00695938871
1.81213,1.290534036807047,-3.116858301266049,-2.550426907256021,-3.2139773160094687,9.152,3415.59114353,-0.336454968079,0.335153867179
0.011016,2.3316361146039255,-1.212695996093974,-0.7864220812834138,-1.2853198673332211,10.564,5221.90428381,-1.42890787236,2.45038949061
1.61384,1.7243779775543489,-3.52463010885207,-2.9623362077225726,-3.621002338690227,9.176,3409.89203914,-0.289851065225,0.249981231862
1.49083,4.612919535364467,-4.887950580444983,-4.059406097436272,-5.136709395681722,9.674,3632.81518828,0.0851453739841,0.772571082452
1.82039,4.40888013400151,-6.058911919642996,-5.176258969119266,-6.352031458239853,8.69,3448.03837076,-0.336572128348,0.161127810116
0.544373,nan,nan,nan,nan,10.478,4800.91845105,0.423904044187,2.58931555395
0.228582,1.4629853720141006,-0.8845340787531335,-0.30262863786722316,-0.9767819187833638,10.078,4616.00971333,-0.0322781686618,2.61336395079
1.57621,3.450983024161224,-4.431159997933733,-3.638407157828404,-4.655924114725705,9.61,3740.36703432,0.156289057947,0.928963904068
1.377,3.672290276260256,-4.9744598086921945,-4.356651186641528,-5.0886850135113635,9.113,3443.68685667,-0.231065309221,0.29211301833
-0.0238681,0.9913396663805772,-1.799766019950232,-1.3254110177240317,-1.8731124195506965,8.108,4780.42666072,-1.72125473945,1.84061859201
-0.0477361,1.9293354380719108,-1.402989912994933,-0.9495888812014683,-1.4770387075271114,9.95,5020.60825692,-1.55920777251,2.28886765718
1.83416,1.1258039918630438,-3.1773428852434003,-2.6158764319697445,-3.2734739212168447,8.818,3388.1220514,-0.310188341533,0.28026274634
0.30294,nan,nan,nan,nan,10.624,4955.75046117,0.327943106296,2.7689979769
1.65056,3.04242162613828,-4.6740559166350595,-3.8345751179487064,-4.898656997330444,9.168,3687.39695538,0.0446254451964,0.910171750074
1.6781,nan,nan,nan,nan,8.545,3377.70127157,-0.379303431922,-0.00111145156652
0.0982262,nan,nan,nan,nan,9.176,5070.63643503,-1.63018709782,1.70479834406
1.321,6.983167966822837,-5.584710044240922,-4.7317409098536185,-5.874262441471725,9.667,3484.13792091,-0.107476227003,0.383467027747
1.41097,2.9069833832876135,-4.4041687614412375,-3.5876881856414653,-4.617182746455987,9.111,3746.2788305,0.140614795407,1.02676353742
0.0275406,1.4870701811989904,-1.2247364916077064,-0.8006664055797617,-1.2961979260940304,9.593,5237.22036682,-1.37693354963,2.44600780361
0.570078,1.423450618760528,-0.6621229642151986,-0.09316345219656286,-0.7597900276930506,10.577,4822.98736015,0.207495548045,2.6636451816
1.58355,5.208139841439441,-5.313348580117923,-4.470261060832328,-5.586963183820392,9.58,3545.57951083,-0.0384306436401,0.537443481458
0.409428,nan,nan,nan,nan,9.497,4707.34167124,0.323145324211,2.58701672241
0.386478,2.2819930916915556,-2.0326131860941437,-1.4026698356073282,-2.152049626693236,10.026,4381.76609727,0.251065043461,2.11066783787
0.14229,2.0845725722412434,-1.1799753438318206,-0.7548265361881319,-1.2523750961968683,10.485,5227.88339889,-1.42480798975,2.46320703854
0.604961,nan,nan,nan,nan,9.298,4175.64357178,0.357527636602,1.85672017663
1.35864,8.108897198930672,-5.722959068759623,-4.833748822756699,-5.949448973284351,9.954,3644.67098858,-0.4626132892,0.403118436354
0.3672,nan,nan,nan,nan,10.263,4654.25084396,0.385325720634,2.57333569101
1.61109,4.58600216106677,-5.300331897964593,-4.441197525423154,-5.5762612752351375,9.342,3527.67523707,-0.0243873681666,0.592537220855
0.901476,6.3594927008149345,-4.886794959219613,-4.038889428614318,-5.108588365959123,9.81,3702.98391926,-0.116549257925,0.805048306007
0.00275417,1.6606552433461503,-0.509328329305158,-0.08317887299899286,-0.582151575324254,10.522,5297.23145818,-0.856620489253,2.73317776354
0.0615063,3.6132224958366015,-2.0582916725362432,-1.5715778846057984,-2.1329798273791494,10.718,4745.60903684,-1.76729892372,1.69515627949
1.5707,2.5739083689497058,-4.665471970153586,-3.836284547196317,-4.885665409873983,8.738,3719.52787119,0.0293336580402,0.901714575933
0.395659,1.3160430186611207,-0.5783296815861816,-0.11256297454833682,-0.6520094283873654,10.34,4785.86675284,0.301817255053,2.65916912047
1.77725,nan,nan,nan,nan,8.278,3389.24608181,-0.40931690181,0.215370154282
1.80479,nan,nan,nan,nan,9.472,3562.74813246,-0.845365961001,0.0328873932196
2.29592,nan,nan,nan,nan,9.161,3414.11184372,-0.479567146508,0.0313130326826
1.80846,1.5677975674295754,-3.0691091315826635,-2.493741703530783,-3.1689099313345,9.616,3558.12175996,-0.0839909994179,0.695546019006
0.839971,6.213115851838994,-4.468565501940291,-3.645345409806839,-4.691518258444865,10.115,3699.42420517,0.17011440769,1.00083005277
1.66342,5.958016190219053,-5.957335294409824,-5.074803455375598,-6.247928395127956,9.291,3457.09679107,-0.28639550958,0.222177012669
2.02235,1.3263324841967887,-3.404379441143744,-2.837537975351328,-3.5016120319271677,9.134,3415.28660349,-0.335612040362,0.256820348233
1.47247,6.328874619629718,-5.767700857704129,-4.876656788781438,-6.022102460089971,9.457,3562.78304256,-0.330083183778,0.364045764423
0.16065,nan,nan,nan,nan,10.218,4704.05000023,0.356815303333,2.49463783682
0.574667,3.6543110833701484,-3.6507877773010566,-2.9142175762607403,-3.824694575564869,9.564,3994.61963191,0.0702510006731,1.32120509
1.35313,8.068180116289376,-5.601997336640367,-4.790102578615488,-5.807007924796741,10.08,3785.71012288,-0.798782094393,0.330155661182
1.1576,5.196211580928915,-5.182285262492992,-4.351178970078611,-5.450034132481384,9.286,3559.12799837,0.00686975002027,0.57328573691
0.71604,2.7900539695016295,-2.420763312100177,-1.7871211118898558,-2.5251030207229213,10.419,4313.44970095,-0.616442013235,1.65953451274
1.36231,7.5946492112394735,-6.059913336327293,-5.173467888222046,-6.3328485953118,9.432,3521.79750038,-0.433902433469,0.182738325066
-0.137701,1.634174145119071,-1.2729642775039949,-0.825639691656072,-1.3464916754078242,9.72,5129.83045625,-1.48228536731,2.42534295524
1.33294,6.284018726076934,-6.030728205941795,-5.144943279140078,-6.321127352733823,9.003,3529.95632552,-0.222552394858,0.222098940627
0.583848,1.9459432245908155,-2.4676001244073733,-1.7807689846769794,-2.5904988250711796,9.439,4257.44035559,-0.0224098663934,1.92124310566
1.97921,3.50267039363018,-4.87965645274555,-4.065942200832197,-5.128206357495491,9.573,3642.15637025,0.0580813524436,0.692393973627
2.04071,3.785365015794499,-5.417775312505873,-4.585214194728134,-5.699248820372014,9.232,3525.33407535,-0.0925956452869,0.415996282044
2.51807,nan,nan,nan,nan,8.874,3380.4189547,-0.431000159424,0.148681316901
1.43942,2.898022921275028,-4.894677406922753,-4.082479113929929,-5.14892908052722,8.601,3708.69795874,0.0853120296107,0.696454842031
0.0183604,1.9114842609440337,-1.4014116993306458,-0.9471981962878411,-1.4762140320648043,9.949,5085.17105842,-1.51709441622,2.35379104157
0.459918,nan,nan,nan,nan,9.883,4480.02744927,0.344117148921,2.1929843237
1.29897,nan,nan,nan,nan,9.682,3761.64163523,-0.940895630383,0.137108118993
2.03521,nan,nan,nan,nan,8.674,3353.47798709,-0.60971771598,-0.102427352835
2.08937,nan,nan,nan,nan,8.246,3374.94524874,-0.505066348924,0.26129969907
0.471852,2.3118659916607913,-1.7140587767557178,-1.1057627182833312,-1.8216652820275299,10.47,4483.83548556,0.146267757902,2.25468336617
1.42749,6.122617960126421,-5.355281784614476,-4.526166273984082,-5.632175805601549,9.73,3566.1124456,-0.090748481205,0.448680679636
1.12914,2.4690521388761693,-3.6724508187096974,-2.9304337759576513,-3.845791305040642,9.246,3989.49737644,0.0778516079701,1.32955057425
1.53398,2.056550564295402,-3.0579181155867805,-2.445747414232701,-3.169676959754807,9.93,3770.56717422,0.22997479921,1.23251200661
-85.9496,0.33937233464515976,-1.2088102678406611,-0.759203184796858,-1.282382180470209,6.371,5092.86267141,-1.46684467146,2.42790696218
1.70656,3.602443017898153,-4.7485456001600195,-3.924527376716979,-4.979545600160019,9.51,3690.19475145,0.0578797089755,0.841467831974
1.46513,nan,nan,nan,nan,9.417,3547.61183316,-0.750229141237,-0.103116186864
0.0100976,1.0523593710028372,-1.1772190134064335,-0.7437926930547786,-1.2499179634979982,8.871,5191.52772565,-1.41517594446,2.46568623567
0.222156,1.1249377240894,-0.7542149456918934,-0.2079823469636049,-0.8407984040904929,9.637,4816.74907974,-0.119975155124,2.63966366303
1.27418,nan,nan,nan,nan,8.704,3463.39785739,-0.781434674772,-0.197404615885
1.67719,2.0017786834025175,-3.432699320470645,-2.855304289125767,-3.5332703010557407,9.651,3518.87647017,-0.0672142808144,0.596988824276
1.5349,2.113470215641114,-5.157961732730577,-4.328844293558245,-5.422880659278332,7.737,3570.09014295,-0.00506386390351,0.576305823297
0.848233,2.875981850043591,-2.853912499946629,-2.1653882973958303,-3.0071637047107154,10.135,4164.15071475,0.265495736276,1.70055735877
2.0196,nan,nan,nan,nan,7.859,3339.18382736,-0.459289475061,-0.106270481732
1.71207,1.1622327464684674,-3.130432155142494,-2.5690420508376173,-3.226535538658692,8.812,3405.67840765,-0.360142570842,0.285072742176
1.39261,6.981470278626929,-5.812620478010528,-4.954774357602449,-6.105344467451811,9.507,3517.71449612,-0.250034279146,0.262431859193
1.70014,2.053565822313687,-3.9253597004128293,-3.340489258856064,-4.0286831386010995,9.234,3505.10609598,-0.0797543955489,0.532703161246
1.31182,nan,nan,nan,nan,9.656,3696.08091231,-0.769075398195,0.158576056623
1.08324,nan,nan,nan,nan,9.497,4057.95608295,0.360758942603,1.33318462702
0.9639,5.29898255773148,-5.026431907088281,-4.215603296503167,-5.277862449908469,9.307,3816.73856893,-0.0260702111577,0.644103369797
0.999702,3.815456805906752,-3.9440723574879635,-3.188043772547364,-4.142434706746895,9.765,3961.31120239,0.139995830318,1.1515262752
0.901476,11.401284143665798,-6.232975773537956,-5.346212083193381,-6.4492448466383925,9.737,3675.00589544,-0.605347484665,0.182540606831
0.115668,2.166679004189677,-1.1937227150473524,-0.7540781374387397,-1.2666408744688304,10.528,5163.31153265,-1.45676915663,2.45920282889
1.01806,1.0816552323728892,-3.2683448652365783,-2.706767317032296,-3.3645042773366054,7.824,3396.54126318,-0.32418574883,0.256911069578
1.07222,4.741687445062521,-5.015714231100912,-4.1983823587284865,-5.278884617297398,9.173,3646.82820676,0.0660582399731,0.641225693944
0.740826,2.7866275226278576,-2.7414634734170615,-2.0702073296221695,-2.8632206109183236,10.103,4299.0331534,-0.0466294370061,1.79352885495
0.447984,nan,nan,nan,nan,10.34,4845.74598864,0.408522474625,2.56805076197
0.809676,2.4081345214173013,-4.545828254435641,-3.745627995247844,-4.776079717491726,7.942,3853.76940991,0.164045344769,0.902287269386
0.95013,3.042834251910178,-3.5998972467607433,-2.999579091133832,-3.7055214814075152,9.661,3748.61841993,-0.459266968886,0.667969000377
0.694927,2.413604728444714,-2.4288907194753193,-1.7366756254387223,-2.5722577399269624,10.036,4171.12250008,0.307003063394,1.9302978581
0.906985,3.634183123206422,-4.37502369384734,-3.5772110880890993,-4.5880190361511035,9.121,3770.34986656,0.124555696746,1.00828679268
0.335987,0.7031000158139954,0.9261047116677775,1.4233125977485517,0.844927461482874,10.416,5179.45149344,0.228891254815,3.37341130086
1.07222,2.895690979964484,-3.6332120629099594,-3.029263998465218,-3.738981066532669,9.642,3783.17996172,-0.683764659734,0.560999952472
1.1374,8.615377402703812,-6.130771909677604,-5.2173979764564775,-6.420771533889305,9.393,3425.19041415,-0.302933462441,0.184059454709
