A_k,Distance,H_absolute,J_absolute,K_absolute,K_apparent,Teff,[Fe/H],logg
0.0119335,2.0724422586669453,-2.3277236752350983,-1.8257093757153524,-2.4053456964935642,9.189,4756.65862851,-1.73074625814,1.65106241506
0.292842,3.3042159502045365,-2.6966688752896246,-2.0900487840052153,-2.805184116542862,10.083,3813.62372452,0.183314201381,1.31907545438
0.40851,5.796981677434095,-4.673570953757284,-3.8821892039366204,-4.89551963847466,9.329,3753.16215114,-0.103097010359,0.732625685362
0.280908,2.777966383935625,-2.653192272671119,-1.943830198095091,-2.801542930262854,9.698,4123.14035568,0.233363166259,1.83956897262
0.629748,1.012777994299694,-3.160054919821357,-2.5931624722140962,-3.2573192819977197,7.4,3467.9520241,-0.261081255781,0.429899557062
0.59211,6.407494316704198,-5.415482674586661,-4.549657614353739,-5.691551148237631,8.934,3532.53293224,-0.0964423636304,0.543838166036
0.347923,10.627836575755941,-5.227101233617432,-4.42655661628254,-5.445147338216467,10.035,3751.39885601,-0.533240782461,0.430995726529
0.276318,8.36397539506958,-4.136988212605268,-3.329231557812536,-4.330381732755177,10.558,3826.0389302,0.0499425177467,1.1650876767
0.547129,13.049436451968445,-6.034482044559474,-5.156587180070327,-6.242087784009404,9.883,3684.98628538,-0.764672345335,0.239112296805
0.343332,9.870599454471742,-5.152010297553628,-4.296514838866722,-5.336049643724923,9.979,3806.7997127,-0.485350169707,0.697557060339
-82.1344,2.276210189225714,-1.217868945508095,-0.7925216287907774,-1.2900618154299517,10.496,5228.35917765,-1.42329529012,2.44830520959
0.44523,2.4453287075000922,-3.5129732770326654,-2.9199267226533925,-3.617916231936667,8.769,3636.5312876,-0.000307484473502,0.82501285236
0.293761,6.471167678520329,-4.1449033910994935,-3.3511570982947636,-4.319674266235623,10.029,3915.80599017,-0.0736807874327,1.15236529226
0.295596,7.168580036991192,-4.005882970819567,-3.257604497459331,-4.197761692445099,10.375,3952.72334618,-0.0391485667204,1.04603281962
0.352513,8.728941538864966,-5.233779797412205,-4.374798722301893,-5.4703209243127935,9.587,3656.83528764,-0.208747634882,0.628272166775
0.331398,7.986951643898728,-4.471703253744683,-3.646248071561213,-4.6873032752664505,10.156,3726.38179607,0.115021898683,1.00040406944
0.329562,7.171857775828533,-4.830487851803677,-4.040644406864087,-5.048720342692983,9.559,3794.05800334,-0.279375127736,0.628108430385
0.47277,1.975580228346864,-3.1410850227185567,-2.5674479443174665,-3.2402433554096337,8.711,3524.18496466,-0.437454793645,0.418047908892
0.210222,4.06892021845558,-3.845517251325503,-3.1067566560398263,-4.016617872436511,9.241,4003.27499648,-0.107761500195,1.1893439323
0.469099,7.194446079488804,-5.226202747137875,-4.396350120402768,-5.481085810069124,9.273,3595.80503211,-0.120657331801,0.527283186545
0.341496,3.5271002764612227,-2.383074725231285,-1.7735774939875744,-2.4915850347915245,10.587,3862.49594362,0.234190731702,1.49231843828
0.379134,6.93816585098088,-5.499415004861042,-4.6712538048431815,-5.7403573853602134,8.845,3699.35312898,-0.450746462093,0.37210868989
0.38097,6.048789261740474,-3.572539005363708,-2.8541501001681127,-3.714312270315287,10.575,4001.82940237,-0.260197172692,1.26893720048
0.0798658,2.089972335596432,-1.0057519823274,-0.5856646484199118,-1.077568487547304,10.603,5251.24139075,-1.38893660858,2.5338084373
0.360774,3.347922708582062,-2.9668718384282724,-2.367267255647486,-3.0736511157462263,9.911,3741.17127899,0.160674747492,1.15007251336
0.565488,1.8218485355643093,-1.2366558601370763,-0.6839235767002932,-1.3270493393019167,10.541,4770.852104,0.000805402038002,2.4326270988
0.245106,nan,nan,nan,nan,10.033,4535.53667954,0.367992082669,2.52763283793
0.345168,5.548042024811284,-3.639922713713047,-2.884980795486124,-3.790866710343041,10.275,4050.56946911,-0.113648047561,1.39303310357
0.304776,3.0468229881507236,-2.657679160780349,-1.9825381001080113,-2.8030121183361327,9.921,4270.80268333,0.266603893727,1.79886683095
0.107406,nan,nan,nan,nan,8.891,4570.109354,0.350932950608,2.31020842221
0.850986,nan,nan,nan,nan,8.074,3405.83666153,-0.569024941979,0.0583989582248
0.0541619,1.9584472216291688,-1.158422709788995,-0.7363186889712264,-1.2297212610020938,10.284,5249.30822006,-1.39107599169,2.47172528838
0.437886,6.198147805895802,-4.635686021186724,-3.851254458942135,-4.849195642768624,9.55,3775.36531609,-0.168723543273,0.742055029652
0.313956,4.6867000545606965,-3.7496897973936343,-2.9959551569791536,-3.9462917993724456,9.722,3907.42708121,0.293311664759,1.301141157
0.359856,2.9209286821880625,-2.5286004358330025,-1.922593142794662,-2.635460766534469,10.052,3814.82931831,0.0774298529216,1.31455186706
0.167994,1.0801250452756754,-0.704715495119493,-0.13112814941740186,-0.8033641817383717,9.532,4770.04316564,0.20265695995,2.63600078192
0.412182,4.004460773788453,-4.759617680788987,-3.9527262504193565,-4.98590221916173,8.439,3708.06725521,-0.0490853566565,0.745022999339
0.0771116,2.183035320155768,-1.2340094561659058,-0.8211024841000046,-1.3004154119049702,10.472,5315.38547829,-1.22663986456,2.44067015207
0.351594,5.71958393669777,-4.000059867930252,-3.3590297912166354,-4.114416188922909,10.024,3950.20258806,-0.727774874619,0.78635900017
0.339661,6.110525363732334,-4.009434254793551,-3.3514560348445954,-4.132053755600097,10.138,3764.54923619,-0.13978540621,0.918223069404
0.254285,3.664070823967864,-3.08333779790807,-2.375460920643877,-3.229104298452259,9.845,4141.75550349,0.0934927991321,1.63759679408
0.185436,2.4557431907485943,-1.6892478359779883,-1.2216734532786626,-1.7613507425731512,10.375,4655.09694449,-1.79321203623,1.72756943387
0.283662,6.677621832839343,-3.7046048927798463,-3.042586537293615,-3.828771102221943,10.578,4017.72314757,-0.735049872084,0.928435255658
0.368118,2.689931765830151,-3.8578789603956443,-3.268297866482679,-3.962824318043096,8.554,3550.43340069,-0.0274046387611,0.64798989721
0.301104,1.5054805323864993,-2.458170561347631,-1.8009776982000392,-2.5894797197627124,8.6,4286.7015593,0.206719262652,1.9000812549
-0.0422281,0.32280946516806863,-0.47229483999674454,-0.03294072644513488,-0.5427313014087302,7.002,5182.5378845,-1.02995855791,2.76183729337
0.368118,7.500587363309773,-5.045417966714889,-4.201163118210443,-5.261594369395956,9.482,3732.44382768,-0.223102623813,0.71473994919
0.457164,5.532146868113205,-4.2811572620615,-3.4677109927774756,-4.488632506467323,9.683,3766.66201535,0.133328930434,1.09323538388
0.29835,7.8559520966169005,-5.429844192674575,-4.613986265746034,-5.65034413290772,9.124,3788.53405669,-0.590343892305,0.398485521042
0.768366,nan,nan,nan,nan,8.538,3383.75595533,-0.661639415714,-0.0874663043346
0.400248,2.4082380817070503,-4.1303410146367066,-3.5384724170839053,-4.233745098270366,8.075,3681.23040763,-0.674668204347,0.347314509998
0.181764,0.8967613644171417,-0.8392023329967135,-0.2768621185237256,-0.9241484454039808,9.021,4707.92651192,-0.21735288505,2.62455645758
0.343332,4.8048231394955145,-4.954943820663302,-4.11174925256456,-5.194719031870077,8.557,3651.18780834,-0.0287843418746,0.763512129751
0.425033,9.56317515561668,-5.421152344954123,-4.5605645645832755,-5.674043551139371,9.654,3606.20194092,-0.211028434632,0.515467666006
0.313956,5.891897204880406,-4.955268712951078,-4.116939963034404,-5.185231805803197,8.98,3695.40236898,-0.0863914783622,0.752473745188
0.248778,7.380231220501579,-4.42482970808914,-3.62269403370093,-4.637127841781124,9.952,3768.73314938,0.0951864603445,0.98707071507
0.297431,7.773801699936082,-4.30105539742743,-3.4824764139653106,-4.504598290608006,10.246,3775.10382993,0.086717861474,1.0884838996
0.346087,6.2423503864673915,-3.8655661691685332,-3.1853423347263545,-3.9918277109757314,10.331,4002.13526314,-0.602102348748,0.987956710723
0.327726,2.497389165673856,-2.8140652802283768,-2.1685737259766817,-2.92815711651343,9.387,4175.59280112,-0.718682099827,1.32831907466
0.354349,5.674446086002754,-3.4723669696181534,-2.8165679646530624,-3.59696637026558,10.527,3803.26873644,0.116069845233,1.19064985751
0.232254,1.1637593134892688,-1.2629189661467315,-0.6450908357533676,-1.3735698481674528,9.188,4252.04096712,0.0545553596961,2.29932064048
0.464508,8.9909675465824,-5.676009614216466,-4.807688355700597,-5.964540150285372,9.269,3489.83670792,-0.16167826618,0.370915379246
0.342414,4.745316191105611,-3.113788047763802,-2.477728996831366,-3.230739778734702,10.493,3862.92267041,0.0996948100726,1.29937137142
0.221238,1.4078536814675557,-2.3154013047889803,-1.6706959100753438,-2.4410256041680167,8.523,4334.62754473,0.196930626617,1.9686237112
0.442476,2.7829704116054597,-2.2200821273434292,-1.5501519130590442,-2.337018944812888,10.328,4317.65381497,-0.0163594665229,2.03679284263
0.464508,11.347150421861793,-6.065173878080662,-5.176422664197191,-6.3399420603152405,9.399,3557.72612591,-0.381853682849,0.207413439182
0.494802,6.27792855668978,-4.5213961385253985,-3.704036962185836,-4.711883845437556,9.772,3836.4667877,-0.101350066574,0.968009722638
0.391068,5.547426410568229,-4.2110737474624225,-3.399271721147495,-4.418525749025753,9.693,3764.49048587,0.152858251693,1.12901155699
0.388314,6.9075494490035245,-3.893751218284784,-3.1129199354980317,-4.081934012895693,10.503,3881.78868991,0.128719998546,1.26808199622
0.58293,2.915367904405795,-2.6501165160970612,-2.02987050318252,-2.7623968413949687,10.144,3885.5427135,0.0926746104641,1.39889723353
0.558145,5.150498134752158,-4.912269305109558,-4.270951058728543,-5.028391171140085,9.089,3633.6445118,-0.47660797706,0.409690165012
0.576504,3.0311730008083373,-3.6533114515296288,-3.0545358484630762,-3.7605576197337065,9.224,3613.3030119,0.0543868608096,0.819606017207
0.57375,2.134365520873808,-3.087881532853629,-2.5033104006133806,-3.1900939829045547,9.03,3628.05405121,0.0673713633531,0.89735276485
0.404838,6.8732443750347185,-4.093596349748649,-3.3310527452587277,-4.275646926618161,10.315,3928.68032574,-0.0848184612295,1.09602993895
0.611387,2.133326602293113,-3.5976584609798823,-3.0285663793000066,-3.695673744934629,8.561,3456.37139985,-0.170238879304,0.404656417623
0.456247,5.807437755267475,-4.799612157079269,-3.988287595293122,-5.032169818414977,9.244,3683.0324178,-0.0163604827143,0.718832645917
0.378216,5.423440485570238,-3.3903259443613445,-2.6366376670188276,-3.5715903938200033,10.478,3935.06886762,0.258074697482,1.50227319234
0.414017,5.447498959699784,-4.607556954243634,-3.7992819784918797,-4.845002779908871,9.25,3710.70365806,0.19215937657,0.862927636963
0.457164,2.7560652443962748,-3.2372263510783297,-2.652039763875187,-3.339611472102985,9.319,3620.499539,0.00437148889452,0.826670051939
0.661878,2.119497757644023,-4.649422276371491,-4.0473958612334195,-4.758042807179035,7.535,3497.37392935,-0.22926597649,0.384539105866
0.480114,8.06168942315441,-4.787328133742442,-3.975841958485408,-5.044244314651786,9.968,3699.75199913,0.218394566299,0.796650741106
0.517751,8.244738415197801,-5.285305006977024,-4.464254566752586,-5.547635405640516,9.551,3719.48473837,-0.149661988516,0.492616973419
-9999.99,4.132880256133131,-2.3183645154827888,-1.8233084181059893,-2.3952641122372547,10.686,4763.31962342,-1.78016082108,1.64849712442
0.501228,6.293115773046242,-5.24687448936113,-4.420631854359766,-5.529556607198132,8.966,3543.08290259,0.0359096760877,0.516712326655
0.443394,7.483835657649325,-5.9135314545541675,-5.053011668540428,-6.20001520990703,8.614,3616.51328464,-0.221072630999,0.272450717052
0.646273,7.772012850249059,-5.4468362442025455,-4.6159910471701755,-5.712940549955018,9.386,3643.58940384,-0.228452400769,0.412597666569
0.365364,6.160012373813713,-4.028207368832938,-3.3782861049232604,-4.15127192273253,10.162,3697.40375441,-0.0264049898095,0.891787374808
0.116586,nan,nan,nan,nan,9.598,4754.4688392,0.343296679345,2.57587679032
-0.104652,1.7957432071203492,-1.0514238670190776,-0.6094346679416492,-1.1242211613662247,10.147,5078.97233969,-1.49966231785,2.46423975231
0.136782,4.430486155945844,-2.785236105411937,-2.13188274576536,-2.907038919219544,10.462,4123.15743778,-0.434680905183,1.42595843984
0.666468,1.301908795854025,-3.129905754313711,-2.5625269716499366,-3.227370805781851,8.012,3479.95633402,-0.134444904166,0.530860475301
0.489294,4.901609657230545,-3.369557724076096,-2.7436097789033065,-3.4809876148937278,10.46,3845.0861134,-0.149820873435,1.07537125465
-0.323136,2.2408930702630574,-1.1889906963493406,-0.7514100512895573,-1.2621056679884162,10.49,5172.2807425,-1.4504627165,2.46090406002
0.632502,nan,nan,nan,nan,8.582,3477.51989987,-0.436444799408,0.0592354729614
0.418608,3.9669531717394717,-3.6748085443809733,-3.076445664650176,-3.7798933691779353,9.631,3758.26728805,-0.603333138054,0.567548002028
0.478278,3.92703188957122,-3.2466705073474698,-2.6421800449258863,-3.352600139925529,10.096,3807.4945235,-0.470202708017,0.80856491375
-0.00826254,2.9945100116899246,-1.8642092014487186,-1.3892869716287581,-1.9376288471018397,10.444,4764.42594547,-1.75634811003,1.79006742043
0.663714,nan,nan,nan,nan,7.641,3442.8577327,-0.323970333636,0.0273573779328
0.236845,nan,nan,nan,nan,10.283,4511.33598899,0.28624513234,2.10812192629
0.581094,3.754022200767471,-3.2434044129953663,-2.6278270228592078,-3.3555781832517537,10.098,3755.93660569,0.164858496972,1.15260503738
0.432378,nan,nan,nan,nan,9.709,3988.02644383,0.321048554703,1.26040369249
0.50949,2.9372282574709194,-3.17389837071511,-2.5888635498510633,-3.2761784883309697,9.573,3638.70746225,0.000500223594037,0.858095909697
0.0128521,6.411715169877372,-3.143340657022771,-2.6217041787586632,-3.2307232063876965,10.817,4813.41896327,-1.66163672194,1.63333252768
0.463589,4.27284928960987,-5.557594547260502,-4.689212186749589,-5.848176874049596,7.769,3488.04185551,-0.0835298884377,0.460204107256
0.433295,2.595290977654001,-2.6600360353486243,-2.0710605190266667,-2.7542252847279296,9.75,4226.16673191,-1.32740544929,1.05059956236
0.433296,6.269851543488515,-5.376467042600465,-4.544774788307882,-5.669582288996457,8.75,3526.3756261,0.0116562840241,0.458562804513
0.864756,0.8120602345745336,-2.8956303961888277,-2.3343819256418517,-2.991697221163534,7.421,3411.25662512,-0.344610953517,0.38786460416
0.49572,4.20052792828216,-3.602364676346935,-2.990565594639677,-3.711239382860087,9.901,3838.24247841,-0.700337170311,0.649176941129
0.701352,1.229321179872026,-3.0914641005286434,-2.5247594530215505,-3.188678820546877,7.961,3445.69977289,-0.237601105937,0.434857676504
0.290087,1.9182799723330595,-0.7576464767828895,-0.32366618343386544,-0.8286469629893334,10.876,5173.53974721,-1.43281061047,2.63066042662
0.163404,1.4385944634126608,-0.4869506357202754,0.08823569491723199,-0.5860959226920517,10.367,4783.73261659,0.199478323457,2.76449990414
0.481031,4.122905363872155,-3.6069130487702687,-3.0375986182197714,-3.7010478311498844,9.856,3848.40068936,-1.17869509783,0.274361745695
0.283661,8.420555756760544,-5.635830300328773,-4.8292827056721785,-5.781364779427736,9.129,3962.13730095,-1.10857481326,0.46150985461
0.490212,2.3942323435733304,-5.3751699878098105,-4.544625984473051,-5.664043466850613,6.722,3612.5022233,-0.00122172762864,0.481516968753
0.513162,8.315145700821622,-5.201358380342246,-4.37367131928164,-5.358511317391914,9.754,3914.93361042,-0.74996075111,0.659449487773
0.0706859,3.3065877390632297,-1.8041079719844926,-1.1999519721256406,-1.9175861551689413,10.75,4480.91579373,0.229507114582,2.18284222377
-9999.99,1.2912507042654553,-1.5682426863851766,-1.1080061551935723,-1.6400528569888897,8.915,4667.37951175,-1.76574107497,1.83693725249
0.94554,nan,nan,nan,nan,7.844,3373.1879712,-0.461602211612,0.256864642299
0.355266,2.453335158977134,-2.5931720904044524,-1.910918931979985,-2.726050413986059,9.578,4234.46959787,0.136753791976,1.86397390967
-9999.99,3.127006748579759,-1.8257689571134599,-1.3548999560746613,-1.898644092603837,10.577,4745.61948329,-1.77831496543,1.7832935425
-9999.99,5.70729163722773,-2.7359877410295343,-2.235750480333164,-2.819150325774975,10.963,4887.79995769,-1.69270559047,1.7956848449
0.365364,nan,nan,nan,nan,9.837,3844.01532895,0.291386284714,1.05419775981
0.0605882,3.3249832180403787,-1.7891521988630081,-1.3202833770708269,-1.8615354882995991,10.808,4737.71074956,-1.78815894233,1.7784952671
0.4131,1.9482486311104257,-3.1923459138272228,-2.616559211991603,-3.2923218988242975,8.569,3534.72283242,-0.0719865156979,0.64902282653
-0.00918004,1.836012717850015,-1.2605509927705028,-0.8268448022566485,-1.3333784259191273,9.986,5187.50338644,-1.43935896493,2.43134428495
0.126684,1.8912704744966813,-1.114457538668078,-0.541489402235912,-1.2004522131874018,10.31,4658.3283819,-0.329208612737,2.49111886787
0.331398,2.760574950770006,-2.866074226121507,-2.18184234895153,-2.982395714569594,9.554,4298.27187278,-0.228199551265,1.74255528392
0.689418,1.6077360513221775,-3.3699398975801156,-2.8021754169851874,-3.4674917517153676,8.253,3472.43853167,-0.211715591583,0.426595311064
0.490212,1.6417271223045449,-3.0297214943322084,-2.453816291994512,-3.1297168652393905,8.437,3570.79239412,-0.0248800665738,0.756766145976
0.758268,1.917594900509312,-3.364478207958821,-2.7967058046687456,-3.4620523305044713,8.71,3459.15757135,-0.180786689955,0.429779104205
0.539784,4.595300695067412,-6.172161048590449,-5.28802189963075,-6.399353674297061,7.452,3673.59774278,-0.552328041795,0.202996811383
0.387396,6.181757444194303,-4.088116150113854,-3.3130396240378426,-4.299955802476139,10.043,3856.12213577,0.262962745598,1.13461203549
0.13311,4.5532517016951815,-3.1965343836026117,-2.4845694263268934,-3.3657182928717964,10.059,4063.71222188,0.264349806879,1.5412543124
0.107406,2.0555355930262538,-0.9274170241837804,-0.5111518027436782,-0.9990310064601293,10.673,5271.2128183,-1.33412423591,2.56321943222
0.466345,2.2786395589688118,-3.300928129155106,-2.719733216257708,-3.4027231640085063,8.852,3596.10097376,0.0457773194579,0.805086984049
0.334152,13.90082768971951,-5.258610990674089,-4.432464253616835,-5.454355299966912,10.595,3796.71723035,-0.542502559094,0.557394429775
0.206551,nan,nan,nan,nan,10.704,4392.71960127,0.437150476727,2.51571954038
0.0523263,0.7758175586649044,-1.3183288528582353,-0.8932781127934826,-1.3901243226529003,8.111,5238.03301664,-1.36018129646,2.40127915537
0.311202,4.0085838041912485,-2.840851648933843,-2.239687738822764,-2.9471568373436843,10.379,3769.32199865,0.0168394978263,1.13017947552
-0.103734,2.156563905319611,-1.0917799347405803,-0.6469352058002007,-1.1648116604656258,10.504,5134.28380361,-1.47294550958,2.49294108832
0.384642,6.777342161139846,-4.676913246778357,-3.852761361760904,-4.910939060001671,9.629,3674.67098082,0.134437768655,0.888091857356
-0.191862,2.3039718711041695,-1.1277755819902124,-0.7020485518214388,-1.2003858626907369,10.612,5224.92221241,-1.42025160299,2.48516270522
-0.0532443,1.4143024644941118,-1.3599017916833707,-0.9291403034736327,-1.4327114907750502,9.32,5201.14292033,-1.39582708441,2.38752347224
0.409427,6.550206661770084,-3.7820679849660426,-3.0116996984174653,-3.9377020119058592,10.553,4010.9753413,-0.143451077126,1.33187029283
0.224909,7.1467096321920565,-3.709060530575558,-3.0414107252726685,-3.828439686286949,10.667,3973.01449276,-0.406458021608,1.08738596927
0.304776,3.3064411638909226,-2.9816913259489053,-2.364134499607803,-3.0945799955132474,9.807,3795.08939961,0.209599800354,1.27104580136
0.35343,7.536149562055354,-3.945126546673785,-3.155438158085996,-4.1421775442868976,10.597,3828.37686974,0.183584972854,1.24911830628
0.419526,2.360171193729625,-3.7521915796432848,-3.1406451380814655,-3.863243527129418,8.421,3658.64004172,0.0329859223945,0.874997922819
0.402084,2.499155783073444,-3.2034926200838734,-2.626116596137361,-3.3040506420177875,9.087,3555.46398379,0.011497320985,0.731845491432
-0.0615062,2.336447290281212,-1.1317605083535807,-0.6878005852345112,-1.204779939431183,10.638,5057.30688677,-1.5282492979,2.41160938633
0.166158,3.312656132951122,-3.240823982060154,-2.5052954338115025,-3.40103978352602,9.366,4042.8199528,0.147399207629,1.57263320448
0.301104,1.8290699334579055,-1.336004073026114,-0.904859399263791,-1.4092555539929066,10.203,5197.23574405,-1.43913921353,2.39888252577
0.421362,6.798826291780924,-5.317614807809159,-4.45791522177399,-5.564531726031798,9.019,3626.16516681,-0.19000674499,0.582138091812
0.252451,4.081573795691443,-2.5565099131951605,-1.9026475308742428,-2.673589265198699,10.633,4216.63765081,-0.398996756668,1.63106933976
0.510408,6.2170946189724345,-5.469860439875843,-4.626437290051252,-5.757345385083431,8.721,3495.29245447,-0.0567710077455,0.430331474779
0.249696,7.840441484791308,-3.974239643420335,-3.1952724527834437,-4.15939858957682,10.562,3896.77492337,0.0944786388551,1.22269957032
0.0862921,0.6108315283453751,-1.631877775134989,-1.1680957907078133,-1.7038993263443092,7.312,4675.52993109,-1.77270582989,1.79390187795
0.139536,3.343037330830593,-2.985504614442081,-2.312038333772308,-3.1072421313672836,9.653,4157.95823034,-0.408884300251,1.46562013928
0.313955,2.2312777981768424,-1.7517168302063526,-1.1126246165952558,-1.8697232205465655,10.187,4233.3735032,0.0011931469216,2.0861246058
0.534276,1.6492067542134716,-3.325718745571259,-2.757033336409772,-3.42365152378156,8.197,3495.63066969,-0.101858878869,0.541904450544
0.382806,6.248126575818271,-3.908462741295629,-3.122402758183845,-4.106555094921287,10.255,3827.96780638,0.215029138037,1.26392201628
0.839053,1.9941278117010612,-3.216565326104704,-2.6497176585153546,-3.3138179527708433,9.024,3440.89813939,-0.260444934111,0.381852307591
0.334152,6.493087048506062,-5.010479380323004,-4.163724698770382,-5.259408126047462,9.137,3620.55862454,-0.00419716759357,0.734762423861
0.282744,3.12801069554158,-2.1870942410679777,-1.5766779242079385,-2.29608514682196,10.463,3891.85358934,0.0386780080788,1.52795390421
0.336906,6.4725626852219555,-4.582280666660749,-3.7650518179840566,-4.811287325827452,9.581,3695.47024459,0.163699887919,0.927503024931
0.395658,2.0627691941008623,-4.47015735320859,-3.6533928527839747,-4.670911184616022,7.297,3799.25622542,0.010368078777,0.988409683016
0.345169,2.013587544414292,-2.940668625151225,-2.2366693373324407,-3.0940215805181963,8.771,4116.5097812,0.239103820101,1.69973265989
0.599454,4.263470611046778,-3.861850092287877,-3.0759429017924558,-4.05827036825579,9.69,3834.51371954,0.202829118158,1.28974782648
0.418608,7.735747843593031,-5.441199529119134,-4.616722965564797,-5.6711195246605905,9.19,3697.2688123,-0.492471596626,0.375165014646
0.326808,5.002360178710844,-3.0188983290588762,-2.3072246728562624,-3.176682792425333,10.646,4087.89602049,0.248363491658,1.6643515823
0.0486537,3.841631372433366,-2.1367357956498267,-1.4727249458750804,-2.26923214682572,10.702,4264.2571215,0.322157515693,2.05342520894
-9999.99,8.398328778042728,-4.4329726992998975,-3.6461789107367717,-4.572964362044725,10.048,4039.75124599,-0.494690721451,1.027059835
0.695844,nan,nan,nan,nan,8.965,3428.87703656,-0.354493211495,0.0408889443624
0.268973,5.727909784360999,-3.543123165058172,-2.891312850407769,-3.661953845676069,10.397,4106.58804869,-0.787197015129,1.04043468227
0.460836,6.136317387015772,-5.981109871412028,-5.076843538156254,-6.263375072065121,8.137,3461.1224978,-0.289338275795,0.260473196122
0.658205,9.478384916547881,-5.719374318969279,-4.8267202453006135,-5.9598767069500465,9.582,3602.04456002,-0.397447546203,0.404067768012
-9999.99,5.4824410916059625,-2.851939798615543,-2.1850935212913916,-2.9808698695746014,10.714,4286.22001757,-0.0632889954874,1.68770783959
0.158814,9.34345126726544,-4.363773297188442,-3.5813816161689305,-4.500350623907741,10.511,4057.20193668,-0.545588546496,1.06233157117
-9999.99,1.9747935014973865,-0.7361500768742851,-0.17207388525756773,-0.832608447030385,10.645,4767.12754864,0.252664981964,2.62651708975
0.68391,1.4878458065703575,-3.599689627308502,-3.030544283838463,-3.697699626393692,7.849,3467.87835623,-0.189289820503,0.407701070175
-9999.99,4.056720556256553,-2.4693480083392285,-1.7760678630975097,-2.6078754636441293,10.433,4160.41792397,0.175483204489,1.89565499739
0.152389,6.807832371721966,-3.809868310369863,-3.036407020641113,-4.0054332681878675,10.312,3856.92802658,0.243603877397,1.30398192772
-9999.99,3.017344770972131,-2.9864710796658924,-2.3867372523845742,-3.0931246840800575,9.305,3748.42550299,0.130653357895,1.13956586333
-9999.99,nan,nan,nan,nan,7.51,3546.72355395,-1.86163442095,-0.273576894178
-9999.99,6.674462122171556,-4.992223654764873,-4.16492569611396,-5.239081363827196,8.883,3631.14177245,-0.00392135401037,0.686778219526
0.277235,4.818125663792825,-3.9899571247439636,-3.224637679963954,-4.195625614239489,9.496,3859.21088747,0.229062309271,1.16169065355
0.351595,9.27643466239859,-4.573198243192291,-3.765570901115197,-4.721500450076909,10.467,3980.41322321,-0.498236324808,0.971208166557
-9999.99,6.61144210541959,-3.5569513268993074,-2.8102316731289965,-3.7294809964570526,10.372,3884.19880935,0.198248205019,1.3870806607
0.630666,nan,nan,nan,nan,7.617,3447.30761614,-0.470371421639,0.0463290309009
0.379134,3.17916559386772,-2.6645189712573902,-2.035083040468231,-2.7806997484602936,10.11,3912.45712875,0.189204027289,1.49017976235
0.324972,6.095671287528104,-4.197707591906568,-3.4189195710036775,-4.405079696954833,9.845,3808.52735283,0.129771440012,1.0526584039
0.207468,5.997024248706894,-4.214786375202582,-3.441744202165876,-4.422147024460955,9.675,3815.90408645,0.0816556512998,1.0135485947
-9999.99,8.38763217909027,-3.575249390775492,-2.8240215304655636,-3.7491968859729985,10.869,3974.32231477,0.151488535651,1.41121308801
-0.0468184,1.5005707669385386,-1.5672357215162744,-1.1050534401827208,-1.6392824078886483,9.242,4793.9303316,-1.69697187181,1.9610158919
0.136782,0.4554448551558932,-1.7839702016551193,-1.3122609083438017,-1.8569610025790027,6.572,4748.4764434,-1.74283166309,1.82070124286
0.182682,0.9569481976673917,-0.4550389264740798,0.12665332297380258,-0.5561241440769223,9.531,4647.00994614,0.291152868753,2.78365676397
0.594864,2.0052464442455262,-1.2975262482578593,-0.7916721586057128,-1.3717027745533714,10.734,4656.66231554,-1.17681599113,2.14277473727
-0.039474,1.806891654387838,-1.265504027592164,-0.8584643434578718,-1.3296605599485285,9.955,5345.92465649,-1.20932304463,2.42926586531
0.312119,8.478299279595733,-5.077844005993614,-4.2649707771025955,-5.227662714371031,9.726,3959.55671783,-0.748625827388,0.71663909833
-9999.99,5.28735437837645,-3.6202567754187975,-3.0105852254333687,-3.727192097151008,9.889,3820.87461888,-0.523638375998,0.739869160688
-9999.99,7.924377397808884,-4.171994793142397,-3.3713454501694398,-4.375825752986583,10.119,3794.75655077,0.16308367204,1.13831751691
0.387396,3.6711734066456203,-4.104397109140683,-3.308505015614216,-4.288420493713997,8.923,3878.86690714,0.0121066102026,1.17427429306
0.429624,5.378604332265513,-3.3208535416165232,-2.739132776705512,-3.4219719866685496,10.661,3608.23317855,-0.21536512237,0.645440828073
0.38556,7.747348805705426,-4.395299917866828,-3.5826328880890994,-4.562325547345535,10.269,3914.4799076,-0.255673442706,1.04555976069
0.420444,3.5763339226434345,-3.2640592411101133,-2.5239901383420063,-3.4366343106738126,9.751,3987.21111208,0.256800206245,1.5570636192
-9999.99,6.025144834513222,-4.310364042471446,-3.6904159306255635,-4.4218374554659485,9.478,3670.57483786,-0.332810285319,0.598520282691
0.34884,3.83879866205742,-2.8007199031280074,-2.1931940374658874,-2.9098166738320725,10.36,3783.29074508,0.205044242616,1.27108483824
-9999.99,nan,nan,nan,nan,10.878,4106.72996473,0.390123466074,1.52489967672
-9999.99,3.4210695346944915,-2.391064405676076,-1.8850077377378731,-2.469809507474886,10.201,4764.35883435,-1.69348475685,1.66702245751
0.373626,4.131758535064693,-2.9935678557030805,-2.3755192494721324,-3.106300664488166,10.348,3803.89331376,0.183650548795,1.26799175356
0.280908,5.342054184513151,-3.5520778634079586,-2.9237046635467685,-3.6644494438065185,10.255,3926.55939321,-0.551144092207,0.908054363771
