# File generated by CMD 2.7 (http://stev.oapd.inaf.it/cmd) on Thu May 14 15:38:46 CEST 2015
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014), MNRAS, 444, 2525 + Tang et al. (2014), MNRAS, 445, 4287
# Warning: the TP-AGB phase is not included! TP-AGB tracks are in preparation by Marigo et al.
# Photometric system:  2MASS <i>JHK</i><sub>s</sub>
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.02700	Y = 0.29732	[M/H] = 0.286	eta_R = 0.200	Age = 	1.0000e+10 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    J       H       Ks	int_IMF	stage
	0.027000	10.0000	0.09740146	0.0974	-3.3197	3.3649	5.1577	13.069	10.831	10.254	9.907	1.54466987	1
	0.027000	10.0000	0.10414095	0.1041	-3.2310	3.3756	5.1411	12.848	10.633	10.059	9.716	1.61004174	1
	0.027000	10.0000	0.11480290	0.1148	-3.1018	3.3913	5.1170	12.525	10.344	9.774	9.437	1.70490384	1
	0.027000	10.0000	0.13480291	0.1348	-2.9074	3.4132	5.0800	12.038	9.906	9.341	9.014	1.85984373	1
	0.027000	10.0000	0.14727642	0.1473	-2.8095	3.4235	5.0617	11.794	9.684	9.121	8.799	1.94372451	1
	0.027000	10.0000	0.15480292	0.1548	-2.7544	3.4293	5.0515	11.656	9.559	8.997	8.678	1.99042737	1
	0.027000	10.0000	0.18960583	0.1896	-2.5473	3.4498	5.0144	11.138	9.085	8.523	8.218	2.17491603	1
	0.027000	10.0000	0.23700728	0.2370	-2.3350	3.4666	4.9660	10.607	8.593	8.028	7.738	2.36498141	1
	0.027000	10.0000	0.28700727	0.2870	-2.1528	3.4799	4.9204	10.152	8.166	7.598	7.321	2.51480103	1
	0.027000	10.0000	0.30635399	0.3063	-2.0903	3.4843	4.9036	9.996	8.021	7.451	7.178	2.56273580	1
	0.027000	10.0000	0.33700728	0.3370	-1.9986	3.4907	4.8789	9.767	7.808	7.234	6.967	2.62991571	1
	0.027000	10.0000	0.38700730	0.3870	-1.8566	3.5015	4.8402	9.411	7.477	6.893	6.639	2.72075963	1
	0.027000	10.0000	0.44999999	0.4500	-1.6734	3.5174	4.7862	8.953	7.059	6.456	6.217	2.81098008	1
	0.027000	10.0000	0.50000000	0.5000	-1.5245	3.5316	4.7398	8.581	6.722	6.100	5.872	2.86847806	1
	0.027000	10.0000	0.55000001	0.5500	-1.3590	3.5485	4.6834	8.168	6.351	5.707	5.492	2.91663504	1
	0.027000	10.0000	0.58937353	0.5893	-1.2278	3.5665	4.6540	7.840	6.075	5.411	5.212	2.94926524	1
